Drug_name	approved
[1-Hydroxy-2-(1,1':3',1''-Terphenyl-3-Yloxy)Ethane-1,1-Diyl]Bis(Phosphonic Acid)	Not approved
1-Hydroxy-2-Amino-3-Cyclohexylpropane	Not approved
1-Hydroxy-2-Isopropylguanidine	Not approved
1-Hydroxy-2-S-Glutathionyl-3-Para-Nitrophenoxy-Propane	Not approved
1-Hydroxyamine-2-Isobutylmalonic Acid	Not approved
(1-Hydroxyheptane-1,1-Diyl)Bis(Phosphonic Acid)	Not approved
1-(Hydroxymethyleneamino)-8-Hydroxy-Octane	Not approved
(1-Hydroxynonane-1,1-Diyl)Bis(Phosphonic Acid)	Not approved
(1-Methyl-1h-Imidazol-2-Yl)-(3-Methyl-4-{3-[(Pyridin-3-Ylmethyl)-Amino]-Propoxy}-Benzofuran-2-Yl)-Methanone	Not approved
1-Methyl-2-Oxy-5,5-Dimethyl Pyrrolidine	Not approved
1-Methyl-2-Quinolone	Not approved
1-Methyl-3-Naphthalen-2-Yl-1h-Pyrazolo[3,4-D]Pyrimidin-4-Amine	Not approved
1-Methyl-3-Oxo-1,3-Dihydro-Benzo[C]Isothiazole-5-Sulfonic Acid Amide	Not approved
1-Methyl-3-Phenyl-1h-Pyrazol-5-Ylsulfamic Acid	Not approved
1-Methyl-3-Trifluoromethyl-1h-Thieno[2,3-C]Pyrazole-5-Carboxylic Acid (2-Mercapto-Ethyl)-Amide	Not approved
1-Methyl-5-(2-Phenoxymethyl-Pyrrolidine-1-Sulfonyl)-1h-Indole-2,3-Dione	Not approved
1-Methyl-8-(Phenylamino)-4,5-Dihydro-1h-Pyrazolo[4,3-H]Quinazoline-3-Carboxylic Acid	Not approved
1-Methylcytosine	Not approved
1-Methyl Ethyl 1-Chloro-5-[[(5,6dihydro-2-Methyl-1,4-Oxathiin-3-Yl)Carbonyl]Amino]Benzoate	Not approved
1-Methyl Ethyl 2-Chloro-5-[[[(1-Methylethoxy)Thiooxo]Methyl]Amino]-Benzoate	Not approved
1-Methylhistidine	Not approved
1-Methylimidazole	Not approved
1-Monohexanoyl-2-Hydroxy-Sn-Glycero-3-Phosphate	Not approved
1-{[N-(1-Imino-Guanidino-Methyl)]Sulfanylmethyl}-3-Trifluoromethyl-Benzene	Not approved
(1n)-4-N-Butoxyphenylsulfonyl-(2r)-N-Hydroxycarboxamido-(4s)-Methanesulfonylamino-Pyrrolidine	Not approved
1-[N-4'-Nitrobenzyl-N-4'-Carboxybutylamino]Methylphosphonic Acid	Not approved
1-N-(4-Sulfamoylphenyl-Ethyl)-2,4,6-Trimethylpyridinium	Not approved
1,N6-Ethenoadenine	Not approved
1-Naphthaleneacetic Acid	Not approved
1-Naphthoxyacetic Acid	Not approved
1-Naphthylamine-5-Sulfonic Acid	Not approved
1-Naphthyl-L-Alanine	Not approved
[[1-[N-Hydroxy-Acetamidyl]-3-Methyl-Butyl]-Carbonyl-Leucinyl]-Alanine Ethyl Ester	Not approved
1-(N-Imidazolyl)-2-Hydroxy-2-(2,3-Dichlorophenyl)Octane	Not approved
1-(O-Carboxy-Phenylamino)-1-Deoxy-D-Ribulose-5-Phosphate	Not approved
1-O-Octyl-2-Heptylphosphonyl-Sn-Glycero-3-Phosphoethanolamine	Not approved
1-O-[O-Nitrophenyl]-Beta-D-Galactopyranose	Not approved
1-Phenyl-1h-Pyrazole-4-Carboxylic Acid	Not approved
1-Phenylcyclohexylamine	Not approved
1-(Phenylmethyl)Cyclopentyl[(1s)-1-Formylpentyl]Carbamate	Not approved
1-Phenylsulfonamide-3-Trifluoromethyl-5-Parabromophenylpyrazole	Not approved
1-Piperidinocyclohexanecarbonitrile	Not approved
(1r)-1,2,2-Trimethylpropyl (R)-Methylphosphinate	Not approved
(1r)-1-(2-Thienylacetylamino)-1-Phenylmethylboronic Acid	Not approved
(1r)-1-{[(4'-Methoxy-1,1'-Biphenyl-4-Yl)Sulfonyl]Amino}-2-Methylpropylphosphonic Acid	Not approved
1(R)-1-Acetamido-2-(3-Carboxy-2-Hydroxyphenyl)Ethyl Boronic Acid	Not approved
1(R)-1-Acetamido-2-(3-Carboxyphenyl)Ethyl Boronic Acid	Not approved
[(1r)-1-Acetamido-2-(4-Chlorophenyl)Ethyl]-[(2s)-2-Amino-3-Hydroxy-3-Oxo-Propoxy]-Dihydroxy-Boron	Not approved
(1r)-2-Amino-1-[3-(Trifluoromethyl)Phenyl]Ethanol	Not approved
(1r)-2-[(Cyanomethyl)Amino]-1-({[2-(Difluoromethoxy)Benzyl]Sulfonyl}Methyl)-2-Oxoethyl Morpholine-4-Carboxylate	Not approved
(1r)-2-[(Diaminomethylene)Amino]-1-{4-[(4r)-4-(Hydroxymethyl)-1,3,2-Dioxaborolan-2-Yl]Phenyl}Ethyl Nicotinate	Not approved
(1r)-2-Phenylacetamido-2-(3-Carboxyphenyl)Ethyl Boronic Acid	Not approved
(1r,2r,3r,4s,5r)-4-(Benzylamino)-5-(Methylthio)Cyclopentane-1,2,3-Triol	Not approved
(1r,2r,3s,4r,6s)-3,4,6-Trihydroxy-5-{[(S)-Hydroxy(3-Hydroxy-2-Oxopropoxy)Phosphoryl]Oxy}-1,2-Cyclohexanediyl Bis[Dihydrogen (Phosphate)]	Not approved
(1r,2r,3s,4r,6s)-4,6-Diamino-2-{[3-O-(2,6-Diamino-2,6-Dideoxy-Beta-L-Idopyranosyl)-2-O-{2-[(Piperidin-3-Ylmethyl)Amino]Ethyl}-Beta-D-Ribofuranosyl]Oxy}-3-Hydroxycyclohexyl 2-Amino-2-Deoxy-Alpha-D-Glucopyranoside	Not approved
(1r,2r)-N-(2-Aminoethyl)-2-{[(4-Methoxyphenyl)Sulfonyl]Methyl}Cyclohexanecarboxamide	Not approved
(1r,2s)-2-(5-Thioxo-4,5-Dihydro-1h-1,2,4-Triazol-3-Yl)Cyclohexanecarboxylic Acid	Not approved
(1r,2s)-2-Phenylcyclopropanaminium	Not approved
(1'R,2'S)-9-(2-Hydroxy-3'-Keto-Cyclopenten-1-Yl)Adenine	Not approved
(1r, 2s)-Cis 1,2 Dihydroxy-1,2-Dihydronaphthalene	Not approved
(1r)-3-Chloro-1-Phenylpropan-1-Ol	Not approved
(1r,3r)-5-[(2e)-3-{(1s,3r)-2,2,3-Trimethyl-3-[6,6,6-Trifluoro-5-Hydroxy-5-(Trifluoromethyl)Hex-3-Yn-1-Yl]Cyclopentyl}Prop-2-En-1-Ylidene]Cyclohexane-1,3-Diol	Not approved
(1r,3s,5s,8r)-8-Hydroxy-2-Oxabicyclo[3.3.1]Non-6-Ene-3,5-Dicarboxylic Acid	Not approved
(1r)-4-[(1e,3e,5e,7z,9e,11z,13e,15e)-17-Hydroxy-3,7,12,16-Tetramethylheptadeca-1,3,5,7,9,11,13,15-Octaen-1-Yl]-3,5,5-Trimethylcyclohex-3-En-1-Ol	Not approved
(1r)-4-(3-Phenoxyphenyl)-1-Phosphonobutane-1-Sulfonic Acid	Not approved
(1r,4s)-2-Azabornane	Not approved
(1r,4s,7as)-1-(1-Formylprop-1-En-1-Yl)-4-Methoxy-2,4,5,6,7,7a-Hexahydro-1h-Isoindole-3-Carboxylic Acid	Not approved
(1r)-Menthyl Hexyl Phosphonate Group	Not approved
(1r)-N,6-Dihydroxy-7-Methoxy-2-[(4-Methoxyphenyl)Sulfonyl]-1,2,3,4-Tetrahydroisoquinoline-1-Carboxamide	Not approved
(1s)-1-(1h-Indol-3-Ylmethyl)-2-(2-Pyridin-4-Yl-[1,7]Naphtyridin-5-Yloxy)-Ehylamine	Not approved
(1s)-1,2,3,4-Tetrahydro-Benzo[C]Phenanthrene-2,3,4-Triol	Not approved
(1s)-1-(3-Chlorophenyl)-2-Oxo-2-[(1,3,4-Trioxo-1,2,3,4-Tetrahydroisoquinolin-5-Yl)Amino]Ethyl Acetate	Not approved
(1s)-1-{[(4'-Methoxy-1,1'-Biphenyl-4-Yl)Sulfonyl]Amino}-2-Methylpropylphosphonic Acid	Not approved
[(1s)-1-(5-Chloro-1-Benzothien-3-Yl)-2-(2-Naphthylamino)-2-Oxoethyl]Phosphonic Acid	Not approved
[(1s)-1-Acetamido-2-(4-Chlorophenyl)Ethyl]-[(2s)-2-Amino-3-Hydroxy-3-Oxo-Propoxy]-Dihydroxy-Boron	Not approved
(1s)-1-Amino-2-(1h-Indol-3-Yl)Ethanol	Not approved
(1s)-1-C-{(2r)-6-[(2r)-2-Butanyl]-5,10-Dihydroxy-4-Oxo-1,2,3,4-Tetrahydro-2-Anthracenyl}-5-Deoxy-1-O-Methyl-D-Xylulose	Not approved
(1s)-1-Cyclopropyl-2-[(2s)-4-(2,5-Difluorophenyl)-2-Phenyl-2,5-Dihydro-1h-Pyrrol-1-Yl]-2-Oxoethanamine	Not approved
(1s)-1-(Phenoxymethyl)Propyl Methylphosphonochloridoate	Not approved
(1s)-1-Phenylethyl (4-Acetamidobenzyl)Phosphonate	Not approved
(1s)-2-(1h-Indol-3-Yl)-1-[({5-[(E)-2-Pyridin-4-Ylvinyl]Pyridin-3-Yl}Oxy)Methyl]Ethylamine	Not approved
(1s)-2-{[{[(2s)-2,3-Dihydroxypropyl]Oxy}(Hydroxy)Phosphoryl]Oxy}-1-[(Pentanoyloxy)Methyl]Ethyl Octanoate	Not approved
(1s)-2-[(2s,5r)-2-(Aminomethyl)-5-Ethynylpyrrolidin-1-Yl]-1-Cyclopentyl-2-Oxoethanamine	Not approved
(1s)-2-[(2s,5r)-2-(Aminomethyl)-5-Prop-1-Yn-1-Ylpyrrolidin-1-Yl]-1-Cyclopentyl-2-Oxoethanamine	Not approved
(1s)-2-Oxo-1-Phenyl-2-[(1,3,4-Trioxo-1,2,3,4-Tetrahydroisoquinolin-5-Yl)Amino]Ethyl Acetate	Not approved
(1s,2r)-2-[(2,5-Difluorophenyl)Carbamoyl]Cyclopropanecarboxylic Acid	Not approved
(1s,2r,3s,4r,5r)-2,3,4-Trihydroxy-N-Octyl-6-Oxa-8-Azabicyclo[3.2.1]Octane-8-Carbothioamide	Not approved
(1s,2r,3s,4r,5s)-8-Azabicyclo[3.2.1]Octane-1,2,3,4-Tetrol	Not approved
(1s,2r,5s)-5-[3-(Trifluoromethyl)-5,6-Dihydro[1,2,4]Triazolo[4,3-A]Pyrazin-7(8h)-Yl]-2-(2,4,5-Trifluorophenyl)Cyclohexanamine	Not approved
(1s,2s)-1-Amino-1-(1,3-Thiazol-2-Yl)Propan-2-Ol	Not approved
(1s,2s,3r,4s,5s)-2,3,4-Trihydroxy-5-(Hydroxymethyl)Cyclohexyl (1e)-2-Phenyl-N-(Sulfooxy)Ethanimidothioate	Not approved
(1s,2s,3r,6r)-4-(Hydroxymethyl)-6-(Octylamino)Cyclohex-4-Ene-1,2,3-Triol	Not approved
(1s,2s,5s)2-(4-Glutaridylbenzyl)-5-Phenyl-1-Cyclohexanol	Not approved
(1s,3as,5ar,8as)-1,7,7-Trimethyl-1,2,3,3a,5a,6,7,8-Octahydrocyclopenta[C]Pentalene-4-Carboxylic Acid	Not approved
(1s,3r,4r,6s)-1,3,4,6-Tetrapkisphosphate	Not approved
(1s,3r,4s,5s,7s)-4-{[2-(4-Methoxyphenoxy)-2-Methylpropanoyl]Amino}Adamantane-1-Carboxamide	Not approved
(1s,3r,6s)-4-Oxo-6-{4-[(2-Phenylquinolin-4-Yl)Methoxy]Phenyl}-5-Azaspiro[2.4]Heptane-1-Carboxylic Acid	Not approved
(1s,3s,5s)-2-{(2s)-2-Amino-2-[(1r,3s,5r,7s)-3-Hydroxytricyclo[3.3.1.1~3,7~]Dec-1-Yl]Acetyl}-2-Azabicyclo[3.1.0]Hexane-3-Carbonitrile	Not approved
[(1s)-4-(1-Aminobutylideneamino)-1-Carboxybutyl]Azanium	Not approved
[(1s)-4-[[Amino-[(2r)-2-Amino-2-Carboxyethyl]Sulfanylmethylidene]Amino]-1-Carboxybutyl]Azanium	Not approved
(1s,4r,7ar)-4-Butoxy-1-[(1r)-1-Formylpropyl]-2,4,5,6,7,7a-Hexahydro-1h-Isoindole-3-Carboxylic Acid	Not approved
(1s,4r,9s)-5-(Trifluoromethyl)-1,2,3,4-Tetrahydro-1,4-Methanonaphthalen-9-Amine	Not approved
(1s,4s,5s)-1,4,5-Trihydroxy-3-[3-(Phenylthio)Phenyl]Cyclohex-2-Ene-1-Carboxylic Acid	Not approved
(1s,5s,7r)-N~7~-(Biphenyl-4-Ylmethyl)-N~3~-Hydroxy-6,8-Dioxa-3-Azabicyclo[3.2.1]Octane-3,7-Dicarboxamide	Not approved
(1s,7s,8s,8ar)-1,2,3,7,8,8a-Hexahydro-7-Methyl-8-[2-[(2r,4r)-Tetrahydro-4-Hy Droxy-6-Oxo-2h-Pyran-2-Yl]Ethyl]-1-Naphthalenol	Not approved
(1s)-Menthyl Hexyl Phosphonate Group	Not approved
1-Ter-Butyl-3-P-Tolyl-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine	Not approved
1-Tert-Butyl-3-(2,5-Dimethylbenzyl)-1h-Pyrazolo[3,4-D]Pyrimidin-4-Amine	Not approved
1-Tert-Butyl-3-(3-Methylbenzyl)-1h-Pyrazolo[3,4-D]Pyrimidin-4-Amine	Not approved
1-Tert-Butyl-3-(4-Chloro-Phenyl)-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine	Not approved
1-Testosterone	Not approved
1-Thio-Beta-D-Glucopyranose	Not approved
1-(Thiophen-2-Ylacetyl)-4-(3-Thiophen-2-Yl-1,2,4-Oxadiazol-5-Yl)Piperidine	Not approved
(1z)-2-Hydroxy-3-Oxohex-1-En-1-Yl Dihydrogen Phosphate	Not approved
(1z)-4-(4-Fluorophenyl)-2-Methylidenebutan-1-Imine	Not approved
20-Hydroxycholesterol	Not approved
(20s)-19,20,21,22-Tetrahydro-19-Oxo-5h-18,20-Ethano-12,14-Etheno-6,10-Metheno-18h-Benz[D]Imidazo[4,3-K][1,6,9,12]Oxatriaza-Cyclooctadecosine-9-Carbonitrile	Not approved
(20s)-19,20,22,23-Tetrahydro-19-Oxo-5h,21h-18,20-Ethano-12,14-Etheno-6,10-Methenobenz[D]Imidazo[4,3-L][1,6,9,13]Oxatriazacyclonoadecosine-9-Carbonitrile	Not approved
2-(11-{2-[Benzenesulfonyl-(3-Methyl-Butyl)-Amino]-1-Hydroxy-Ethyl}-6,9-Dioxo-2-Oxa-7,10-Diaza-Bicyclo[11.2.2]Heptadeca-1(16),13(17),14-Trien-8-Yl)-Acetamide, Inhibitor 2	Not approved
2-(1,3-Benzodioxol-5-Yl)-5-[(3-Fluoro-4-Methoxybenzyl)Sulfanyl]-1,3,4-Oxadiazole	Not approved
2-(1,3-Thiazol-4-Yl)-1h-Benzimidazole-5-Sulfonamide	Not approved
2-[1-(4-Chlorobenzoyl)-5-Methoxy-2-Methyl-1h-Indol-3-Yl]-N-[(1r)-1-(Hydroxymethyl)Propyl]Acetamide	Not approved
2-[1-(4-Chlorobenzoyl)-5-Methoxy-2-Methyl-1h-Indol-3-Yl]-N-[(1s)-1-(Hydroxymethyl)Propyl]Acetamide	Not approved
2-[1-(4-Chloro-Phenyl)-Ethyl]-4,6-Dinitro-Phenol	Not approved
[2-(1-Amino-2-Hydroxy-Propyl)-4-(1h-Indol-3-Ylmethylene)-5-Oxo-4,5-Dihydro-Imidazol-1-Yl]-Acetaldehyde	Not approved
[2-(1-Amino-2-Hydroxy-Propyl)-4-(4-Fluoro-1h-Indol-3-Ylmethyl)-5-Hydroxy-Imidazol-1-Yl]-Acetic Acid	Not approved
{[2-(1h-1,2,3-Benzotriazol-1-Yl)-2-(3,4-Difluorophenyl)Propane-1,3-Diyl]Bis[4,1-Phenylene(Difluoromethylene)]}Bis(Phosphonic Acid)	Not approved
2-(1-Hexyloxyethyl)-2-Devinyl Pyropheophorbide-A	Not approved
2-(1h-Imidazol-1-Yl)-9-Methoxy-8-(2-Methoxyethoxy)Benzo[C][2,7]Naphthyridin-4-Amine	Not approved
2-(1h-Pyrazol-3-Yl)-1h-Benzimidazole	Not approved
2-(1h-Pyrrol-1-Ylcarbonyl)Benzene-1,3,5-Triol	Not approved
2-[1-Methylhexyl]-4,6-Dinitrophenol	Not approved
2-[(1r)-1-Carboxy-2-(4-Hydroxyphenyl)Ethyl]-1,3-Dioxoisoindoline-5-Carboxylic Acid	Not approved
2-[(1r)-1-Carboxy-2-Naphthalen-1-Ylethyl]-1,3-Dioxo-2,3-Dihydro-1h-Isoindole-5-Carboxylic Acid	Not approved
2-[(1r)-2-Carboxy-1-(Naphthalen-1-Ylmethyl)Ethyl]-1,3-Dioxo-2,3-Dihydro-1h-Isoindole-5-Carboxylic Acid	Not approved
2-{[(1r,2s)-2-Aminocyclohexyl]Amino}-4-[(3-Methylphenyl)Amino]Pyrimidine-5-Carboxamide	Not approved
(21s)-1aza-4,4-Dimethyl-6,19-Dioxa-2,3,7,20-Tetraoxobicyclo[19.4.0] Pentacosane	Not approved
2-[(1s)-1-Benzyl-2-Sulfanylethyl]-1h-Imidazo[4,5-C]Pyridin-5-Ium	Not approved
2-[2-(1,3-Dioxo-1,3-Dihydro-2h-Isoindol-2-Yl)Ethyl]-4-(4'-Ethoxy-1,1'-Biphenyl-4-Yl)-4-Oxobutanoic Acid	Not approved
2-[2-(1h-Tetrazol-5-Yl)Ethyl]-1h-Isoindole-1,3(2h)-Dione	Not approved
2-[({2-[(1z)-3-(Dimethylamino)Prop-1-Enyl]-4-Fluorophenyl}Sulfonyl)Amino]-5,6,7,8-Tetrahydronaphthalene-1-Carboxylic Acid	Not approved
2-(2-{2-[2-(2-{2-[2-(2-Ethoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol, Polyethyleneglycol Peg400	Not approved
2-(2-{2-[2-(2-Methoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol	Not approved
2-{2-[2-2-(Methoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethanol	Not approved
2-(2-{2-[(Biphenyl-4-Ylmethyl)-Amino]-3-Mercapto-Pentanoylamino}-Acetylamino)-3-Methyl-Butyric Acid Methyl Ester	Not approved
2-[2-(2-Cyclohexyl-2-Guanidino-Acetylamino)-Acetylamino]-N-(3-Mercapto-Propyl)-Propionamide	Not approved
2-[2-(2-Fluorophenyl)Pyridin-4-Yl]-1,5,6,7-Tetrahydro-4h-Pyrrolo[3,2-C]Pyridin-4-One	Not approved
2,2,2-Trifluoro-1-{5-[(3-Phenyl-5,6-Dihydroimidazo[1,2-A]Pyrazin-7(8h)-Yl)Carbonyl]Thiophen-2-Yl}Ethane-1,1-Diol	Not approved
2-[(2',3',4'-Trifluorobiphenyl-2-Yl)Oxy]Ethanol	Not approved
2-({[2,3,5,6-Tetrafluoro-3'-(Trifluoromethoxy)Biphenyl-4-Yl]Amino}Carbonyl)Cyclopenta-1,3-Diene-1-Carboxylic Acid	Not approved
2-{2-[(3,5-Dimethylphenyl)Amino]Pyrimidin-4-Yl}-N-[(1s)-2-Hydroxy-1-Methylethyl]-4-Methyl-1,3-Thiazole-5-Carboxamide	Not approved
2-({2-[(3-Hydroxyphenyl)Amino]Pyrimidin-4-Yl}Amino)Benzamide	Not approved
2-({2-[(3r)-3-Aminopiperidin-1-Yl]-4-Oxoquinazolin-3(4h)-Yl}Methyl)Benzonitrile	Not approved
2-[2-(4-Chloro-Phenylsulfanyl)-Acetylamino]-3-(4-Guanidino-Phenyl)-Propionamide	Not approved
2-[(2,4-Dichloro-5-Methylphenyl)Sulfonyl]-1,3-Dinitro-5-(Trifluoromethyl)Benzene	Not approved
2-[(2,4-Dichlorobenzoyl)Amino]-5-(Pyrimidin-2-Yloxy)Benzoic Acid	Not approved
2-(2,4-Dichlorophenoxy)-5-(Pyridin-2-Ylmethyl)Phenol	Not approved
2,2':6',2''-Terpyridine Platinum(Ii)	Not approved
2-(2,6-Dichlorophenyl)-1,3-Benzoxazole-6-Carboxylic Acid	Not approved
2-(2,6-Difluorophenoxy)-N-(2-Fluorophenyl)-9-Isopropyl-9h-Purin-8-Amine	Not approved
2,2'-{[9-(Hydroxyimino)-9h-Fluorene-2,7-Diyl]Bis(Oxy)}Diacetic Acid	Not approved
2,2-Bis(4-Hydroxy-3-Tert-Butylphenyl)Propane	Not approved
2-(2-Chloro-4-Fluorophenoxy)-2-Methyl-N-[(1r,2s,3s,5s,7s)-5-(Methylsulfonyl)-2-Adamantyl]Propanamide	Not approved
2-[(2-Chloro-4-Iodophenyl)Amino]-N-{[(2r)-2,3-Dihydroxypropyl]Oxy}-3,4-Difluorobenzamide	Not approved
2-(2-Chloropyridin-4-Yl)-4-Methyl-1h-Isoindole-1,3(2h)-Dione	Not approved
2,2'-Dibenzothiazyl Disulfide	FDA
2,2-Dichloro-1-Methanesulfinyl-3-Methyl-Cyclopropanecarboxylic Acid [1-(4-Bromo-Phenyl)-Ethyl]-Amide	Not approved
{[(2,2-Dihydroxy-Ethyl)-(2,3,4,5-Tetrahydroxy-6-Phosphonooxy-Hexyl)-Amino]-Methyl}-Phosphonic Acid	Not approved
2,2-Dimethylthiazolidine-4-Carboxylic Acid;(Dmt)Thiazolidine	Not approved
(2,2-Diphosphonoethyl)(Dodecyl)Dimethylphosphonium	Not approved
2-[(2e,6e,10e,14e,18e,22e,26e)-3,7,11,15,19,23,27,31-Octamethyldotriaconta-2,6,10,14,18,22,26,30-Octaenyl]Phenol	Not approved
2-[2-Ethanesulfonylamino-3-(1h-Indol-3-Yl)-Propionylamino]-Pentanedioic Acid 5-Amide 1-(4-Carbamim Idoyl-Benzylamide)	Not approved
2-[2-Ethanesulfonylamino-3-(5-Propoxy-1h-Indol-3-Yl)-Propionylamino]-Pentanedioic Acid 5-Amide 1-(4-Carbamimidoyl-Benzylamide)	Not approved
2-(2f-Benzothiazolyl)-5-Styryl-3-(4f-Phthalhydrazidyl)Tetrazolium Chloride	Not approved
2-{2-Hydroxy-[1,1'-Biphenyl]-3-Yl}-1h-1,3-Benzodiazole-5-Carboximidamide	Not approved
2-(2-Hydroxy-1,1-Dihydroxymethyl-Ethylamino)-Ethanesulfonic Acid	Not approved
2-(2-Hydroxy-5-Methoxy-Phenyl)-1h-Benzoimidazole-5-Carboxamidine	Not approved
2-(2-Hydroxy-Cyclopentyl)-Pent-4-Enal	Not approved
2-(2-Hydroxy-Phenyl)-1h-Indole-5-Carboxamidine	Not approved
2-(2-Hydroxy-Phenyl)-3h-Benzoimidazole-5-Carboxamidine	Not approved
2-[(2-Methoxy-5-Methylphenoxy)Methyl]Pyridine	Not approved
2-[(2-Methoxyethyl)Amino]-4-(4-Oxo-1,2,3,4-Tetrahydro-9h-Carbazol-9-Yl)Benzamide	Not approved
2-(2-Methylphenyl)-1h-Indole-5-Carboximidamide	Not approved
2-(2-Methylphenyl)-1h-Indole-6-Carboximidamide	Not approved
2-[(2-Naphthylsulfonyl)Amino]Ethyl Dihydrogen Phosphate	Not approved
2-{[2-Oxo-2-(1-Piperidinyl)Ethyl]Sulfanyl}-6-(Trifluoromethyl)-4(1h)-Pyrimidinone	Not approved
2-(2-Phenyl-3-Pyridin-2-Yl-4,5,6,7-Tetrahydro-2h-Isophosphindol-1-Yl)Pyridine	Not approved
2-(2-Quinolin-3-Ylpyridin-4-Yl)-1,5,6,7-Tetrahydro-4h-Pyrrolo[3,2-C]Pyridin-4-One	Not approved
2-[3-(2-Hydroxy-1,1-Dihydroxymethyl-Ethylamino)-Propylamino]-2-Hydroxymethyl-Propane-1,3-Diol	Not approved
2-{3-[(2s)-4,4-Difluoro-2-(Pyrrolidin-1-Ylcarbonyl)Pyrrolidin-1-Yl]-3-Oxopropyl}-Isoindole-1,3(2h)-Dione	Not approved
2-({[3-(3,4-Dihydroisoquinolin-2(1h)-Ylsulfonyl)Phenyl]Carbonyl}Amino)Benzoic Acid	Not approved
2-{3-[4-(4-Fluorophenyl)-3,6-Dihydro-1(2h)-Pyridinyl]Propyl}-8-Methyl-4(3h)-Quinazolinone	Not approved
2,3,4,5,6-Pentafluorobenzyl Alcohol	Not approved
2-(3-((4,5,7-Trifluorobenzo[D]Thiazol-2-Yl)Methyl)-1h-Pyrrolo[2,3-B]Pyridin-1-Yl)Acetic Acid	Not approved
2-(3,4-Dihydro-3-Oxo-2h-Benzo[B][1,4]Thiazin-2-Yl)-N-Hydroxyacetamide	Not approved
2-[3,4-Dihydroxy-2-Hydroxymethyl-5-(2-Hydroxy-Nonyl)-Tetrahydro-Furan-2-Yloxy]-6-Hydroxymethyl-Tetra Hydro-Pyran-3,4,5-Triol	Not approved
2-(3,4-Dihydroxyphenyl)-8-(1,1-Dioxidoisothiazolidin-2-Yl)-3-Hydroxy-6-Methyl-4h-Chromen-4-One	Not approved
2-(3,4-Dihydroxyphenyl)Acetic Acid	Not approved
2,3,5,6-Tetrafluoro-4-Methoxy-Benzamide	Not approved
2-[(3,5-Dichloro-4-Trioxidanylphenyl)Amino]Benzoic Acid	Not approved
2-({[3,5-Difluoro-3'-(Trifluoromethoxy)Biphenyl-4-Yl]Amino}Carbonyl)Cyclopent-1-Ene-1-Carboxylic Acid	Not approved
2-((3',5'-Dimethoxy-4'-Hydroxyphenyl)Azo)Benzoic Acid	Not approved
2-((3',5'-Dimethyl-4'-Hydroxyphenyl)Azo)Benzoic Acid	Not approved
2-(3,5-Dimethylphenyl)-1,3-Benzoxazole	Not approved
2-[3-(5-Mercapto-[1,3,4]Thiadiazol-2yl)-Ureido]-N-Methyl-3-Pentafluorophenyl-Propionamide	Not approved
2-[3-(5-Mercapto-[1,3,4]Thiadiazol-2-Yl)-Ureido]-N-Methyl-3-Phenyl-Propionamide	Not approved
2,3,6a,7,8,9-Hexahydro-11h-[1,4]Dioxino[2,3-G]Pyrrolo[2,1-B][1,3]Benzoxazin-11-One	Not approved
2-(3-Amino-2,5,6-Trimethoxyphenyl)Ethyl 5-Chloro-2,4-Dihydroxybenzoate	Not approved
2,3-Anhydro-Quinic Acid	Not approved
2-(3-Benzoylphenoxy)Ethyl(Hydroxy)Formamide	Not approved
2,3-Bis-Benzo[1,3]Dioxol-5-Ylmethyl-Succinic Acid	Not approved
2-(3-Bromophenyl)-6-[(2-Hydroxyethyl)Amino]-1h-Benzo[De]Isoquinoline-1,3(2h)-Dione	Not approved
2-(3-Carboxypropionyl)-6-Hydroxy-Cyclohexa-2,4-Diene Carboxylic Acid	Not approved
2-[3-Chloro-6-[2,2-Difluoro-2-(1-Oxidopyridin-1-Ium-2-Yl)Ethyl]Imino-1-Hydroxypyridin-2-Yl]-N-[(1r)-1-(3-Chlorophenyl)Ethyl]Acetamide	Not approved
2',3'-Dehydro-2',3'-Deoxy-Thymidine 5'-Diphosphate	Not approved
[2-(3-Dibenzofuran-4-Yl-Phenyl)-1-Hydroxy-1-Phosphono-Ethyl]-Phosphonic Acid	Not approved
2,3-Dicarboxy-4-(2-Chloro-Phenyl)-1-Ethyl-5-Isopropoxycarbonyl-6-Methyl-Pyridinium	Not approved
2,3-Dichloro-5,6-Dicyanobenzoquinone	Not approved
2,3-Didehydroalanine	Not approved
2',3'-Dideoxy-3'-Fluoro-Urididine-5'-Diphosphate	Not approved
2',3'-Dideoxyadenosine Triphosphate	Not approved
2',3'-Dideoxycytidine-5'-Monophosphate	Not approved
2,3-Dideoxyfucose	Not approved
2',3'-Dideoxythymidine-5'-Monophosphate	Not approved
2,3-Difluorobenzyl Alcohol	Not approved
2,3-Dihydroxy-5-Oxo-Hexanedioate	Not approved
2,3-Dihydroxy-Benzoic Acid	Not approved
2,3,-Dihydroxybenzoylserine	Not approved
2,3-Dihydroxy-Valerianic Acid	Not approved
2,3-Dimercapto-1-Propanesulfonic Acid	Not approved
